restaurant,chunk
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Déjà la 5eme fois que nous venons manger et ce resto est définitivement mon préféré sur Lyon! 
A la limite du gastro, produits frais, excellent rapport qualité prix, les serveurs sont supers sympa 
La carte change tous les mois ce qui permet de revenir plusieurs fois sans se lasser
Juste rien a redire, déjà trop hâte de revenir!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : En haut du vieux Lyon, il faut faire un petit effort pour venir jusque là !
Mais on est largement récompensé, aussi bien par la qualité de l'accueil, que par la découverte de la carte. 
Cuisine de marché revisitée, parfaitement exécutée, accompagnée d'une jolie carte des vins
A faire, et à refaire !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Petit diner à 4, le service est souriant et rapide, avec le port su masque transparent. Le menu est alléchant et change chaque mois, nous prenons le menu entrée /plat/ dessert. L'entrée et le plat ont vraiment du goût, bien présentés, franchement jusque la c'est fabuleux. Et puis le dessert arrive et la c'est une honte et je pese mes mots. On nous sert une espèce de sauce chocolat goût neskquik avec une demie boule de crème éclatée soit disant être un dessert au chocolat et c'est la déception totale. Quel dommage... Au final avec 1.5 verres de vin par personne, l'amuse bouche inclus et entrée/plat/dessert comptez 60€ par tête. On reviendra sûrement mais pas de suite le temps qu'il progresse encore."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous sortons d’Aromatic et ce fut ... AU TOP !!!! Les plats, le service, la déco... Tout était PARFAIT ! 
Le rapport qualité prix est dingue !
J’ai adoré tout ce que j’ai mangé et mon mari aussi. Mention spéciale pour la tarte à la figue : du bonheur dans l’assiette. 
Le genre de resto où l’on retourne pour manger un plat déjà mangé mais que l’on a adoré (encornet grillé au piment d’espelette et risotto à l’encre de seiche 😝)
Courrez y !"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Une cuisine délicieuse et un accueil très chaleureux.. bravo à toute l’équipe qui mérite une telle réputation !!
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Merci à Ines pour le service enthousiaste et souriant !! Nous avons passé une excellente soirée !! Un orgasme culinaire !
Les assiettes sont gourmandes et très bien servies !! Mention spéciale pour l'encornet au piment d'espelette !!! Un vrais régal ! 
Bravo à toute l'équipe nous reviendrons dès que possible !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : 3 générations à table 
3 enthousiastes 
Menus 3 services original 
Saveurs Présentation Service
Hâte de renouveler ce moment"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un sublime moment en amoureux, tout fût parfait, tant le service animé par une équipe jeune et passionnée, que la cuisine surprenante et pleine de saveurs.
J'ai aimé le menu dégustation qui permet de se laisser porter et surprendre par le Chef.
Bravo 👏🏼"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous avons dîné en terrasse, et nous avons passé un super moment grâce à l’équipe jeune et dynamique ! 
Tous les plats de cette carte de septembre étaient à la hauteur de nos souvenirs ! 
Ce qui est chouette c’est qu’on peut retenter l’expérience chaque mois grâce à la carte qui change !!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Cuisine élégante, raffinée, et surtout très bonne.
Une adresse à ne pas louper à Lyon avec un excellent rapport qualité-prix. N’hésitez pas !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Des produits de qualité, des associations de saveurs inventives et des cuissons parfaites... 
Que demander de plus ? 
Une lumière un peu plus chaude et tamisée pour atteindre la perfection !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Super restaurant qui merite un macaron, les plats sont fins et savoureux, service impeccable, sommelière de tres bon conseil. Un de meilleur restaurant de Lyon"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Restaurant remarquable. Le menu dégustation à 47€ est d'un très bon rapport qualité-prix et nous a enchantés du début à la fin: assaisonnements et cuissons justes, produits de qualité et belles associations de saveurs. A noter également un service efficace et une ambiance décontractée juste comme il faut. Nous reviendrons certainement!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Notre expérience dans ce restaurant fut bonne au sujet des entrées et desserts. Toutefois s'agissant de mon plat principal je l'ai trouvé insignifiant ( poisson accompagné d'une purée d'aubergines, de sésame, coriandre et dés de tomate) et les différentes saveurs n'étaient pas en harmonie les unes avec les autres."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Plats inventifs et de qualité, équipe jeune et prometteuse, accueil au top ! Je recommande cette adresse"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Excellent restaurant, le services est au top ! 
Nourriture excellente avec des bons produits de saison, la carte change tout les mois. 
Seulement un peu déçu par le dessert assez frais à notre goût. La cuisine en a pris note. 
Une menu à 37€ entrée plat dessert, ou un menu découvert à 47€. 
Pour se faire plaisir faut pas hésiter."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Meilleur resto que j’ai testé à Lyon.
Entrée plat et dessert excellent, un sans faute. La cuisine est raffinée et le service est impeccable. Je reviendrais !"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Un super moment. Un délice pour les papilles. Un cadre agréable avec un service efficace et sympathique.
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Habitant le plateau, cela faisait longtemps que j'avais envie de tester l'Aromatic. Tête à tête avec une amie, on a été servies comme des princesses et nos papilles se sont régalées !! Un des rares resto de la croix-rousse où le service n'est pas franchouillard (mais pas non plus guindé, ils restent tous très sympatiques et chaleureux), et où l'on découvre des goûts. Table validée et conseillée !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Des serveurs souriants, un lieu charmant, des plats excellents... Nous avons passé un agréable moment entre amies. Je conseille cette adresse si vous cherchez une cuisine de qualité, un service irréprochable et une carte séduisante (qui convient à tout le monde). Nous reviendrons !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : J’ai adoré ! Nous avons passé une très agréable soirée. Les plats sont créatifs, savoureux et les produits sont de saison et mis en valeur. 
Nous avons été très bien accueillis et le service a été aux petits soins.
Bravo et merci !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : C'est fin, c'est très fin, ça se mange sans fin. Les chefs nous ont régalés. Ils ont même payé une petite poire. On reviendra!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous avions organisé un repas d’équipe avant les départs en vacances.
Bonne ambiance, service efficace et des plats aux goûts justes et exquis. La table d’hôtes de 12 personnes est idéale pour un repas conviviale et un peu à l’écart. Top merci encore !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : ""La perfection est la loi du ciel; y aspirer la loi de l homme"" Goethe
Après de multiples passages à l aromatic, je crois que cette citation y résume bien l expérience vécue. Chaque mois, la nouvelle carte est un peu plus parfaite, les vins aussi, en harmonie avec la cuisine, le service, le temps et le lieu. De la grosse qualité dans tout les sens du terme. 
Merci de si bien savoir créer les conditions d'un moment parfait !"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Excellentes prestations que ce soit l accueil le service où les plats tout y est pour un excellent moment sans compter la cuisine qui régal vos papilles. Très très bonne adresse que je vous conseil.
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Je vous le recommande très très bon restaurant, entre une cuisine avec des plats excellent, l accueil et le service sans reproche c est l endroit pour passer un très bon moment tout en se régalant 👍"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un excellent moment passé dans ce restaurant. 
Les plats différents plats revues chaque mois d'après la carte sont raffinés et succulents cuisinés avec des produits frais. 
Toute l'équipe est très professionnelle et à l'écoute il vaut le détour si vous êtes dans le coin. 
Une chose est sure c'est que j'y retournerais à mon prochain passage dans cette magnifique ville."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Jamais déçu. Fidèle à la qualité. Toujours au top autant dans l’assiette que le service. 
Nouvelle carte de juillet au top. 
Encore merci à toute l’équipe 🙏🙏🙏"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Très bon restaurant qui allie qualité et convivialité. Cuisine raffinée et personnel sympathique. Mention spéciale au chef Fred pour sa bonne humeur et merci à lui d avoir régalé nos papilles.
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Toujours aussi bon!! Les mois passent mais la qualité reste, les plats restent excellents et une découverte à chaque fois de saveur et de « texture »
Accueil et service chaleureux, on se bizn et on a envie de revenir tous les mois pour goûter chaque plat!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : L’accueil, la qualité et la diversité sont les maîtres mots de ce restaurant. Tout est savoureux avec une ambiance décontractée. À venir les yeux fermés"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Qualité des plats et du service au top. Des plats légers et accompagnés de très bons vins conseillés par l'équipe. 
Je conseille vivement ce chouette petit restaurant. 
Merci à eux."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un moment très agréable, une cuisine raffinee et succulente. 
Une très bonne soirée, je recommande vivement."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un menu Leger , équilibré, de toute première qualité ! Des produits simples mais magniquement Préparés, élaborés ! Bravo et merci ! Un service toute en gentillesse et disponibilité ! Bravo"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un plaisir d’être venue tester ce restaurant dont j’avais entendu beaucoup de bien , ingrédients frais et locavore, super cave , cuisine ouverte, un choix végétarien en entrée et la possibilité de demander le plat en version végétarienne aussi , je reviendrai prochainement"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un repas sans fausse note avec un service au top.
Des produits frais parfaitement travaillés, de l'entrée au dessert tout était très bon."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Dîner en amoureux post confinement. Les plats sont variés, les produits sont frais et de qualité. Le serveur est souriant sous son masque et de très bon conseil pour les vins au verre qui accompagneront à merveilles les mets qui nous sont servis."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : L'acceuil est toujours agréable et convivial.
Les plats arrivent à être originaux même avec des viandes ou poissons classiques grâce aux bonnes idées des cuisiniers."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Repas en famille, de l’entrée au dessert tout était délicieux dans un environnement chaleureux du quartier de La Croix Rousse. Du goût, des couleurs et la saveur... 
nous reviendrons !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Application des règles barrières avec gel et masques à disposition pour circuler bien sûr dans le restaurant.
Espace toilettes très coquet et propre.
Décoration super sympa.
Installation confortable.
Menus goûteux.
Une très belle soirée en couple."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous avons pris l'habitude de nous rendre en couple dans ce restaurant à chaque changement de carte depuis quelques mois...notre dernière visite, quelques jours avant le 15 mars,fut à la hauteur des précédentes : un service adorable et compétent, des petits plats frais et soignés dont un risotto Venere et gambas gambero rosso à tomber et une belle bouteille de Bourgogne blanc pour arroser le tout ...une soirée absolument réussie et que nous avons hâte de pouvoir réitérer ! Merci à toute l'équipe et courage à eux pour ce début de reprise !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Pendant le confinement, nous avons commandé les plats à emporter Aromatic. Accueil très chaleureux et souriants, repas excellent!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : En attendant la réouverture de notre restaurant favori la vente à emporter d’hier à permis de renouer avec les saveurs, la qualité et la passion de l’Aromatic. Un vrai plaisir."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Tres belle découverte, des plats très goûteux et avec des associations très réussies. Nous avons pris le menu découverte et tout était une vraie découverte de saveurs et de délice. Un seul petit bémol sur le paleron de bœuf qui pour nous n'était pas très en harmonie avec le reste des plats .
Personnel très sympa et efficace. 
Très belle soirée"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Pour notre 2eme visite ce fut encore parfait, rapport qualité prix au déjeuner en semaine très bien. La qualité des plats, la gentillesse du personnel, à refaire souvent."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Très bon mais nous avons été très déçu par le service, les serveurs nous ont fait sentir de façon très indélicate qu’ il était temps de partir...a 23h ..
Déception, attention ce genre d’attitude pourrait vous desservir..."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : la cuisine est parfaite et les mets raffinés et si vous êtes nombreux la petite salle est intime et au calme . Le menu est a un très bon rapport qualité prix et si vous faites une soirée théâtre rien de plus pratique car tout près.
peut être juste un bémol, cela sent plus que fort la visée de la première étoile( surement méritée) et un peu de trop de tralala avec l’énoncé de chaque plat . difficile de conseiller un plat car la carte change regulierement ."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Cuisine raffinée, cuissons parfaites, nous avions très envie de découvrir ce restaurant et nous avons tous les 4 été enchantés de nos choix. A refaire absolument ..."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Service, assiette et ambiance parfaits! 
Nous avons passé une très bonne soirée à l’Aromatik. Du goût dans les assiettes, les serveurs sont très agréables et la salle intimiste où l’on se sent à l’aise."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Bravo à cette belle équipe dynamique qui nous a régalé le temps d’une soirée d’une carte qui change tous les mois ,Des produits frais et vraiment bien travaillé Pour un bon rapport qualité prix .
On reviendra tester d’autres cartes
Avec peut-être même un peu plus de monde pour réserver cette table d’hôte"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : J'appelle pour réserver dans ce restaurant pour fêter l'anniversaire de mon mari, suite aux nombreuses recommandations que j'ai eu sur ce restaurant. Au téléphone je tombe sur une personne qui me répond sèchement de le rappeler plus tard car il est en service et me raccroche au nez. Pas très aimable!
C'est vraiment dommage. Finalement ça m'a refroidit pour ce restaurant."
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Très bonne cuisine très bon accueil cuisson du poisson parfaite dessert original tout est bien dans ce restaurant.
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous y sommes allés pour une soirée en amoureux, tous les plats étaient excellents et très bien servis ! La carte est chouette : Pour ma part tataki de thon, skrei avec émulsion au curry, fromages et financier au citron. Big up au serveur Maximilien qui est d'une gentillesse et d'un professionnalisme hors pair ! Jai adoré cette adresse je la recommande à 1000%"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Une cuisine originale pleine de saveurs!
Un tataki de thon avec une mayonnaise de wasabi surprenante.
Un œuf parfait juste parfait...
Un filet de skrei avec une sauce safranée accompagné de poireaux glacés.
Une cuisine précise jusqu'au dessert !
Une belle découverte ! 
Miam 😛🤩"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un coup de cœur pour cette table , menus 39 euros plus que correcte en entré un foie gras choux blanc gingembre, cabillaud crémé de cresson un délice le lieux et très discret les plats sont frais vraiment nous nous somme régalé."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Ravie d’avoir poussé la porte de ce restaurant, délicieuse découverte, accueil et service très pro, belle déco, des plats faits maison, plein de saveurs. J’ai particulièrement aimé le tataki de thon au sésame ! La carte change tous les mois, ce sera définitivement l’occasion de revenir !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Cuisine fraîcheur, caractérisée par la précision de la cuisson et des assemblages, par exemple le cabillaud sauvage mode bouillabaisse revisitée vous régale par la justesse et l’harmonie de ses goûts. Bon rapport qualité prix, nous sommes sortis très satisfaits."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous avons manger en famille c'était super bon 😋.. Serveur hyper sympa plein d énergie. Service au top avec l'annonce des plats. Appréciable d'avoir la cuisine ouverte.
Le dessert 🍰 à tomber par terre. 

Nous vous le recommandons.

Nous avons passer un très bon moment. 

Merci"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nouvelle visite à l’Aromatic. Entre amis dans la salle privative. Équipe aux petits soins. Qualité des plats, explosion des saveurs. Que demander de plus"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous avons passé un super moment ! L’équipe en salle est super accessible et aux petits soins, un vrai bonheur ! 
Nous avons également pu déguster la carte de janvier, un vrai délice !
Nous reviendrons à coup sûr !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous avons découvert se restaurant grâce à TripAdvisor, nous avons pris deux menus à 33, lorsque nous lisons la carte on se dit que l’on va goûter à des associations originales, petite déception sur l’entrée où nous n’avons que très peu retrouvé le goût de la st Jacques, même chose concernant le plat d’esturgeon où nous n’avons pas retrouvé le goût de crevettes ou très peu.
Autre petite déception concernant la rapidité du service, nous avions demandé au serveur de pouvoir prendre notre apéritif avant de recevoir l’entrée,malheureusement les entrées sont arrivées 5min après... dommage 
Néanmoins nous avons apprécié notre moment et conseillons aromatic.."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Depuis un moment, Aromatic me faisait de l'oeil... Enfin, je l'ai découvert et je n'ai pas été déçue. Nous avons pris la formule du midi, un bon rapport qualité/prix avec des produits de saison bien cuisinés et raffinés. Il ne me reste plus qu'à venir un soir!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : C’était une première fois, et nous sommes très satisfaits.
Cuisine excellente, personnels très sympathiques.
Nous avons passé une agréable soirée.
Merci pour votre professionnalisme."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Une très belle découverte pour nous! On nous a conseillé le restaurant et nous avons vraiment passez une très belle soirée ! Le service est très pro mais détendu c'est top. Côté cuisine c'est succulent, les produits sont de saisons, c'est frais et nos papilles s'éclatent. En quantité c'est parfait aussi. La gamme de prix est très correcte vu les prestations. Nous avons eu un vrai coup de coeur pour cette adresse !"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Merite amplement sa place dans le top de TRip Advisor. Tout y est cuisine cadre et service. Vraiment comblée !!
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous venons pour la deuxième fois dans ce restaurant et c'est toujours un délice. Le service est impeccable, les serveurs très pro et les plats sont raffinés et délicieux.
Ne pas hésiter !!!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Ns sommes allées avec des amies dans ce restaurant pour le 8 décembre et il y avait un menu imposé ce qui ne m'avait pas été annoncé lors de ma réservation et deux services express proposés pour la soirée que l'on ne m'avait pas dit également, j'ai trouvé cela dommage de ne pas pouvoir trainé au restau et on est bien venu nous le rappeler lors du café!!!!manque de professionnalisme et de tact...C'est une fausse note qui m'a beaucoup ennuyé au vu du reglement effectué au moment de l'addition.
Le menu était très bon, fin et gourmand.
La facture n'est pas légère ...."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Quelle belle découverte ! Mais que ma sœur a été inspirée en réservant dans ce restaurant ! Nous avons opté pour le menu dégustation et avons donc dégusté 5 plats, tous aussi délicieux les uns que les autres. 
Le service est impeccable : très professionnel et classe sans délaisser l'humour. Nous conseillons chaleureusement cet établissement qui mérite amplement son succès et avons hâte d'y retourner !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un excellent restaurant. Le cadre est très agréable et le service impeccable. 
Nous avons opté pour le menu dégustation et avons été tout à fait satisfait. 
Nous recommandons vivement, néanmoins, il est important de réserver"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Nous avons vraiment très bien dîné.Le menu autour des produits de saison était original et fin. Je recommande cette adresse
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Excellente cuisine. Tous les plats étaient très soigneusement et intelligemment élaborés.
Excellente ambiance, très agréable pour un repas a plusieurs avec possibilité de disposer d'une table pour10
Excellent service, guidant très bien le client"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Excellent déjeuner. Le menu fête de la lumière était un régal. La soupe pommes amandine, le foie gras et la pintade raffinés et délicieux. Le brownie aux noix de pecan et la clémentine rôtie une tuerie. Un accueil chaleureux, un service rapide et professionnel. Un cadre moderne avec une cuisine ouverte sur la salle. Un bon moment à renouveler certainement!!!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Les avis sur Tripadvisor nous ont tenté... et nous avons été conquis!
C'était l'anniversaire de notre fille... l'équipe a préparé un Royal. 
Service très agréable, quelque soit les personnes: efficacité et professionnalisme. 
Côté cuisine, tout est frais, goûteux et très bien cuisiné. 
Un régal!
Cocktail original à base de jus d'ananas, Cointreau et Amaretto... histoire de bien commencer le repas. 

Un beau moment avec une équipe jeune et dynamique. 
Je conseille vivement."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Dîner un soir du week end des lumières, bon accueil, très bon du début à la fin. Foie gras goûteux, soupe aux saveurs très intéressantes, viande très fondante. Le cadre est très bien, vue sur la cuisine, personnel très sympathique, à deux pas du centre mais tellement plus interessant."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous avons été très bien accueillis par un jeune homme charmant et compétent. 
Que ce soit le velouté de pommes amandines et poireaux, les st Jacques ou le fois gras, c'était excellent.
Quant à l'agneau : tendre et savoureux.
Le lieu jaune et la pintade étaient exquis.
L'ensemble était savoureux, épicé à souhait. 
Un bémol pour la clémentine.
Un second bémol: nous avions un petit courant d'air froid dans le dos. 

Sommes très satisfaits de notre passage.

Bonne continuation"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Invitée pour mon anniversaire, j'ai adoré ce lieu, le service efficace et chaleureux ainsi que les mets de saison."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Agréable diner autour d'un repas composé de produits de saison. De très belles présentations, des assiettes goûteuses, un service efficace et agréable. Un régal à prix très compétitif pour cette qualité !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Cadre simple mais chaleureux et confortable 
Bonne accueil ( après réservation)
Mention particulière pour la serveuse dynamique et motivée 
Les plats sont bien maîtrisés et les produits savoureux et frais
Carte des vins suffisante 
Un bon moment passé entre amis 
50 euros par personne avec vin eau gazette café"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Bistronomie est le maître mot, en ces lieux. Des produits de qualité, une cuisson parfaitement maîtrisée. Un endroit charmant, un personnel adorable. Une carte des vins équilibrée. Un endroit à ne pas manquer !"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Nous avons déjeuné ce midi avec ma mère pour la première fois. Nous avons pris chacune entrée plat dessert parmi la carte et nous nous sommes régalées! Très bon accueil et service impeccable. Je recommande vivement!
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Ce restaurant m'a été vivement conseillé par mon fils.
 Tout était parfait, plats très raffinés, digne d'un gastronomique pour un prix très raisonnable.
Cuisine exclusivement avec des produits de saison, l'équipe est jeune et dynamique.
Je le recommande et j'y retournerai avec plaisir."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un endroit super pour famille et entre amis, mais trop de monde rend l'endroit un peu...
Je le recommande évidement, mais, prenez des horaires un peu tôt ou tard comme à ça vous éviterez les désagréments."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : C’est avec surprise que j’ai découvert ce restaurant à l’accueil jeune et dynamique. Service rapide et professionnel. Le menu a 33 euros est excellent, mention spéciale pour le cabillaud aux lentilles !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un dîner professionnel à 13 personnes qui a été mené de main de maître tant au niveau du service que de l’exceptionnel qualité des plats par une équipe aussi professionnelle que sympathique. 
Merci au chef pour son inventivité culinaire qui frôle la perfection et pour la qualité de ces dressages qui sont à la limite de l’œuvre d’art.
Enfin, merci à notre charmante serveuse pour son efficacité et son sourire sans failles"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Retour en famille avec un bébé ! Nous avions précisé à la réservation : bébé en poussette.
Petit coin pour que tout ce passe bien, malgré la crainte à l'accueil. Bistronomique pour cadre."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Après avoir vu que des bons échos sur ce restaurant je décide de sauter le pas pour venir y manger.
très bon accueil petite salle avec quelques tables. menu à 33 € copieux est suffisant pour our le dîner. Les serveurs viennent vous expliquer chacun de vos plats. les plats sont de saison avec des produits très frais et de très bonne qualité."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous avons dîné fin octobre à l'Aromatic et nous avons adoré l'intégralité des plats proposés (on garde un souvenir mémorable des oeufs en entrée d'ailleurs!). La présentation est soignée et le rapport qualité prix exceptionnel. 
Bref nous reviendrons !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : envie de se faire plaisir un soir à lyon ,nous decidons suite à un article dans un journal de tester cet endroit, superbe accueil , personnel extremement sympathique , menus à 33 euros, copieux , gourmand , novateur , un sacre pour les papilles , excellent vin blanc avec la possibilité de le prendre au verre , bref une adresse à avoir dans son top ten des restos de lyon , merci pour ce delicieux moment, çà vaut bien le sacrifice des 400 marches de croix rousse pour y acceder."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : J ai invité mon copain pour son anniversaire dans ce restaurant et nous n avons pas été déçu ! 
Le service est impeccable et le rapport qualité prix est au rendez vous. Le choix est mince mais nous trouvons quelques chose qui peut nous plaire ! C était super je recommande"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Toujours un plaisir de venir à l’Aromatic. Les saveurs sont au rendez-vous tout comme l’accueil. La passion se retrouve dans chaque plat
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous voulions aller dans ce restaurant depuis un long moment. Nous étions 6 ce soir là. 
Nous avions un espace rien que pour nous, très intimiste et spacieux. 
Nous avons pris le menu dégustation en 5 plats. 
Tous les plats étaient exceptionnellement bon. 
Belle présentation des plats et les serveurs nous décrivaient chacun des plats. 
Très bon accueil et belle deco. 
J’ai hâte d’y retourner."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Tout était parfait ! Le menu découverte en 5 plats est tout simplement au top. J’ai tout adorée deux entres, deux plats et un dessert vraiment très très bon. 
Service très sympa, l’attente entre les deux plats n’était pas longue. 
Je reviendrai très rapidement !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Tout d’abord les prix sont convenables pour la qualité. Les saveurs sont là, le cadre est sympa.Le service est agréable. Je n’ai pas mis 5 étoiles car le poisson (ombre chevalier) sauce super, mais le poisson en lui même était fade. Seul petit bémol de la soirée, mais le reste très bien.
Je reviendrai avec plaisir."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Encore une très belle carte pour ce mois d’octobre. 
Mention spéciale pour la canette de Challans rosée et le jus aux cèpes d’Ardèche. 
La seule problématique de ce restaurant est que l’on en part avec l’envie d’y revenir très rapidement !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Je suis venue déjeuner avec une amie, le menu du jour est délicieux, le service est parfait. Un tout petit bémol, le dessert est un peu petit!! Mais bravo pour l ensemble"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Une embellie dans une journée bien grise l’équipe de l’Aromatic est professionnelle et passionnée 
Qualité irréprochable . Bravo"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Vous voulez savoir comment un restaurant qui propose des menus à 33€ se retrouve si haut classé ? Essayez et vous comprendrez...
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un repars de qualité avec un service au petit soin et sympathique. 
Rien à redire ! 
Merci pour cette soirée"
