restaurant,chunk
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous y avons vraiment bien mangé! 

Le service était de qualité et souriant.

Nous avons été très bien conseillé sur le vin qui était assorti à nos plats.

Les plats étaient très fins et généreux.

Nous conseillons ce restaurant les yeux fermés, vous y passerez un délicieux moment.

Bon appétit!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Si ce resto est le deuxième meilleur resto de Lyon, alors je suis le pape de Rome. Il s'agit de l'arme de l'effet Tripadvisor. Une cuisine consensuelle, sans aspérité, classique (gaspacho, saumon et tzatzaki, ce genre de choses) et bien réalisée, mais sans rapport avec des vrais restos au sommet dans Lyon. Le service est assez peu professionnel, il a fallu insister pour obtenir un accord mets-visa avec vins au verre et les vins étaient très moyen. Commentaires du style: avec le gaspacho, on va servir un vin du Sud (de la France...). La formule ""surprise"" est une pure arnaque, il s'agit juste d'une sélection (aléatoire?) des plats à la carte, 
Oui, on y mange bien mais on oublie ce qu'on y a mangé dès qu'on en sort. Il y a dans Lyon toute une série de restos innovants, certes moins consensuels, avec plus de prise de risque, mais qu font de la sortie au resto une expérience digne de ce nom."
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : un formidable regal de produits frais extraordinaire on voudrai que le temps s arrete et que le repas ne finisse jamais bravo merci
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Ambiance sympa mais la nourriture n'a rien de transcendante ... Ça en dit long sur la pertinence du classement des restos sur Tripadvisor ! Il y a vraiment ,vraiment bien meilleur sur Lyon ... Heureusement !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous venons régulièrement à l’Aromatic, notamment pour découvrir la nouvelle carte chaque mois, et comme à chaque fois c’est un régal ! Accueil parfait, service irreprochable et cuisine délicieuse ! Que dire de plus ? Vivement le mois prochain !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous l’avons découvert deux mois après son ouverture l’année passée, nous y sommes allés de nombreuses fois, et avec leur carte de menus mensuelle, c’est toujours la découverte ! 
Nous y avons emmené plusieurs amis tous conquis à leur tour, 
Merci pour votre accueil et encore bravo aux chefs c’est toujours un vrai régal !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Accueil froid à l’arrivée qui s’est nettement amélioré pour le service. 
Entrées et plats très très bons, produits frais, de saison, ratatouille exceptionnelle, poissons et viandes parfaitement cuits, dommage que les desserts soient décevants un peu fades! Belle adresse cependant nous reviendrons, la carte change tous les mois et chaque fois nous avons une bonne surprise dans le menu."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Cuisine au top et service cool et pro 
Cuisson du bar parfait 
Très bonne soirée avec à un rapport 
prix plutôt correct"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Accueil très sympathique .Mozza di Bufala tomates qui manquait de sel de poivre de basilic bref d Italie ,ceviche de truite très fade non citronné ,en plat une dorade archi cuite dessert financier au chocolat qui ne ressemblait pas a un financier pas de goût sans intérêt ,abricots au romarin pas assez caramélisés .Cette cuisine manque sérieusement d arômes ."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Extra !!! avec des prix tout à fait raisonnable.
Poisson très bien cuisiné
Tartemetye framboise a tomber.
Digne d un étoilé"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Une excellente adresse, cuisine de qualité, pour un prix très raisonnable. 
La carte change tous les mois et propose différents plats originaux et travaillés. Je recommande !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Comme à chaque visite, un régal pour les papilles. Même les enfants demandent à revenir régulièrement. Personnel charmant et attentif. En bref, toujours un plaisir et une note méritée."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous sommes allés à aromatisantes pour l'anniversaire de mon mari, et nous avons été conquis par la qualité des plats et le service irréprochable!! Nous y retournerons c'est sûr! Rapport qualité prix imbattable!!!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Ce restaurant situé dans une rue discrète est à essayer ☺L'accueil, la cuisine, le lieu, tout est réuni pour une bonne soirée. ..."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Cette soirée fut une très belle escapade. Les plats étaient raffinés, et l’accueil parfait. 
Je recommande ce resto."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Habitués de restaurants dits bistronomiques, nous nous sommes rendus dans cet établissement qui est classée premier sur Lyon au moment où j'écris. Le cadre est assez sympa sans être extrêmement original, c'est propre mais sans plus, avec vue sur la cuisine où j'ai vu le cuisinier s'essuyer les mains sur son T-shirt avant de continuer à travailler comme si de rien n'était. Nous avons commandé le menu du jour devant l'insistance du serveur. Le menu change tous les mois. Pour l'entrée, le ceviche de cabillaud était bon, mais manquait de goût et sel, malgré les herbes ou le piment d'espelette. Pour le plat, la joue de veau était très grasse et trop fade, et le riz pas tout à fait cuit, tout droit sorti d'une cantine. La plupart des clients n'ont pas fini leur assiette, et nos voisins de table y ont à peine touché. Pour le dessert, le fondant au chocolat semblait sorti de chez Picard. Seuls le vin et le pain étaient vraiment bons. Les plats ordinaires auraient pu être relevés et magnifiés avec talent si talent il y avait eu. Nous n'avons eu droit qu'à une cuisine fade, quelconque et bien décevante en fin de compte. L'accueil était cordial mais ne respirait pas la sincérité, il a fallu s'y reprendre à plusieurs fois avant de recevoir un ""au revoir"" de l'équipe. Nous ne reviendrons pas."
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : On est dans un bistrot tendance chic donc moins relax que chez ses voisins le substrat ou le canut et les gones où on mangera aussi bien si c'est complet.
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Très bon dejeuner. Qualité attendue. Le rapport qualité prix est bien la. On recommande ce haut lieu de la bistronomie.
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Réservé par hasard et tombé sous le charme !
Très bon accueil, super déco, ambiance bistro chic avec vue sur la cuisine : au top :)
Nous avons adorée l'entrée et le plat était sublime..!
Par contre, d'où le 4/5, le dessert.. brownies ou moelleux chocolat sans gout et une chantilly vraiment pas bonne.. vraiment déçu de terminer sur une note comme ça..
Ca n'empêche qu'on reviendra pour tester d'autre menu car le reste est exquis !!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Alors c'est assez simple cuisine TOP 
Accueil comme à la maison
Décor cosy et raffiné mais sans chichi.

je recommande pour un dîner entre amis, ou en famille.

si vous avez la chance comme nous du petit Digestif de la par du patron... c'est encore mieux.

JP Lyon."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un cadre , une équipe et les mets toujours aussi fins et pleins de saveurs , merci pour ce bon moment."
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Je viens de temps en temps en famille ou en couple. Et toujours aussi top. Le service très bien conseillé pour le vin. Et le mélange des saveurs est très bon pour les papilles. Encore une nouvelle carte. Très bon moment passé. Je reviendrais une foie de plus
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Excellent moment en famille , toujours un sans faute. 
Merci à toute l’équipe. 
Repas savoureux, et vin parfait."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Seconde visite et toujours aussi top ! Tout était une fois de plus excellent, service compris ! 
Avons hâte de découvrir la carte de septembre !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nourriture assez fine et très savoureuse, j'apprécie le parti pris d'avoir un carte assez réduite, ce qui nous a permis de déguster des plats bien maîtrisés et composés de bons produits.
Le service était très bien également."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un conseil: réservez!
Perché sur la colline, rue du chariot d'or, ce restaurant est une perle. L'accueil est dynamique et sympathique, le service est parfaitement orchestré, les prix raisonnables.
Tout ça, c'est l'amuse bouche, pour vous inviter à un repas en tous points réussi. 
L'équipe s'affaire devant vous pour donner le meilleur. Un grand bravo!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : En couple mais en symbiose avec l’équi, ce fut une soirée inoubliable avec un service convivial à notre image et des plats surprenants. Expérience à recommander au tour de vous. Nous attendons notre prochaine visite avec hâte. Félicitations au staff."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Restaurant à la déco très jolies 
Des mets excellemment préparés
Dès assaisonnements à la perfection 
Un serveur attentionné 
Je recommande vivement 
Merci"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un accueil très sympathique et professionel, repas fin et savoureux, quantités ni trop grosses ni trop petites. En bref, une belle adresse à recommander."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Repas du midi en semaine en famille avant de prendre la route pour Bordeaux. 
Accueil chaleureux et dynamique, ambiance agréable et décor sympa. Le repas : menu du jour. C’était franchement très bon, suffisamment copieux. On s’est franchement régalé. Petite piste pour encore mieux : la mousse au chocolat devrait être un peu plus chocolatée ....
Le fait de préciser de quels commerçants proviennent les aliments (en plus ils sont à coté) c’est top. 
Pour résumé : équipe au top et très sympa, une cuisine vraiment délicieuse. 
Bravo à tous et changez rien. 
On reviendra (de bordeaux) ...."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Très bonne soirée entre amis. Accueil très agréable. Plats gustatifs et créatif. Contrairement à un avis récent, la quantité est au rendez-vous et on sort de table rassasié (je suis bon mangeur)
Enfin belle carte des vins. En rouge le Puech haut tête de bélier est exceptionnel"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Le Cadre et les serveurs sont agréables. 
Bon repas mais des assiettes à remplir une dent. Quel dommage."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Après plusieurs visites je me lance dans ce commentaire... sans nul doute la meilleure adresse de Lyon.
Une cuisine exquise et un service amical, chaleureux... juste comme il faut.

En couple ou entre amis c est une expérience à vivre sans hésitation."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Très bon restaurant avec un service des plus sympathiques ! Bonne découverte de saveurs à prix tout à fait raisonnable. Attention cependant aux bons mangeurs, ils resteront sur leur faim.
Une nouvelle carte tous les mois garantit la fraîcheur des produits et l'imagination des chefs.... Belle découverte ! 
Je recommande !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous étions curieuses de découvrir ce restaurant si chaudement recommandé sur Tripadvisor... et nous n'avons pas été déçues ! 
Une buratta et son coulis de tomates = orgasme culinaire. Une daurade et sa sauce aux palourdes et piment d’Espelette, parfaite.
Un dessert au chocolat à la fois léger et terriblement gourmand.
Si nous ajoutons à cela le sourire et la gentillesse du personnel, et bien c'est un sans faute. Bravo à toute l'équipe et à très bientôt !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Que dire à part que tout est réussi : la décoration, l'accueil, le service, la cuisine, le vin. 

Pensez à réserver, surtout pour le soir car le restaurant ne désempli pas. La carte change tous les mois pour toujours proposer des produits frais et de saison mais à chaque fois, c'est un régal. 

Nous venons régulièrement et n'avons jamais été déçu."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Tout est parfait dans ce restaurant .. plats divins classiques avec une pointe d originalité pour un prix très raisonnable, cadre très sympa , toilettes extrêmement propres et service très très agréable..
Cela fait vraiment plaisir de manger dans ce restaurant, allez y pour vous régaler et passer un très bon moment"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Équipe sympa, plats délicieux et inventifs, la salle semble petite et les autres convives proches mais l’intimité de chacun est préservée et nous n’avons pas du tout été dérangé, rien à redire. À faire!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Quand on rentre on est d abord frappé par le lieu, épuré mais pas froid, quelques touches de couleurs, bref on se sent bien. La gentillesse du personnel est la deuxième bonne surprise ! Pro, gentil, à l écoute mais sans trop en faire, il n y a rien à redire, des restaurants plus haut de gamme devraient s en inspirer ! Et enfin , le plus terrible: les plats. Du grand art tout simplement. Je ne pensais pas qu on pouvait donner autant t de goûts différents et complémentaires en une seule bouchée et la présentation est du même acabit ! Une excellente adresse qui mérite vraiment de s'y arrêter et pas qu une fois! Encore bravo!!!"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Le cadre est vraiment sympa et le repas très bon ! C’est sans hésiter une adresse à retenir ! Allez-y les yeux fermés !
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Tout a été excellent ! Service chaleureux et souriant, tous les plats dégustés ont été appréciés (cuisson des viandes parfaites et assaisonnements au top). On recommande et on reviendra ! 😎"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Restaurant qui allie simplicité efficacité gentillesse et professionnalisme. 
Menu du jour top fraîcheur et qualité. Rapport qualité excellent et rapide. 
Carte qui change tous les mois et compte tenu de mes nombreux passages j’ai du (pu :)) gouter toutes les cartes depuis le début d’année. 
Enfin menu dégustation où on se laisse guider. Très agréable. 
Indication de la provenance des produits sur ardoise. 
Une mention au service qui est plus qu’agréable. Un plaisir d’avoir cet établissement à Croix Rousse."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Ce restaurant est devenu une habitude !! On adore le service souriant et attentionné. On adore les plats, bref on aime ce restaurant !! Je conseille à tous"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Toujours aussi bon 
Toujours aussi sympathique 
Une valeur sûre sur Lyon et rapport qualité prix imbattable"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : J’avais découvert cette adresse en Juin. Rebelote en juillet : un personnel accueillant, drôle et pro. Des assiettes travaillées avec des supers produits. La burrata et son coulis de tomates ont eu raison de moi !
Merci !!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Repas un samedi midi. Nous avons passé un moment très agréable. Beaucoup de goût dans les assiettes, très fin, pas lourd. Service très sympathique et pro. Un repas végétarien délicieux pour l'une d'entre nous. Nous reviendrons c'est sûr !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Bon rapport qualité prix, bon service. Nous avons prix une formule midi plat dessert. Pas de temps d’attente idéal pour le midi."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Accueil chaleureux, produits de saison et de qualité préparé avec goût (subtil mélange de saveurs).
Excellent rapport qualité prix."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Et oui, une adresse toujours aussi parfaite. 
Jamais déçu, toujours heureux par cette expérience culinaire et par un accueil chaleureux, amical. La vie est belle quand elle simple et raffinée. À vivre."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Venir manger à l'Aromatic c'est d'abord se faire chouchouter par un service parfait et détendu à souhait. Ici, l'accueil prend tout son sens, tant toute l'équipe est aux petits soins pour ses convives.
Niveau cuisine, c'est un véritable sans faute : c'est fin et moderne. Produits bien évidemment frais et de saison, la carte change tous les mois. Le menu dégustation surprise en 5 services permet de goûter plus de plats que le menu traditionnel en 3 services, ce qui rajoute encore plus de plaisir. 
Tout ça dans le sourire et la bienveillance, que demander de plus ? A oui, d'y retourner rapidement !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Excellent, incroyable, énormissime, puissant, fort, édifiant, cultissime, épique, canon, mémorable, chaleureux. En somme : parfait.

Un très (très) bon moment passé, une cuisine savoureuse et visuelle : pour sûr, on reviendra.
Merci."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : L'été commence avec une jolie expérience sur les ""hauteurs"" de notre Croix Rousse bien lyonnaise. Nonobstant le concept discutable de ces fichues ""terrasses"" qui se déploient dans les particules - pas toujours si fines que cela ...- des pots d'échappements, l'accueil est attentif et plutôt agréable. Nous nous installons donc à l'intérieur, spacieux et doté d'une déco dépouillé de bon aloi.
Les plats de poisson sont délicats et bien présentés. 
Il faut aller dîner dans cet Aromatic trés artistiquement parfumé."
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : nous avons choisi ce restaurant pour enterré la vie de célibataire de notre amie ! et bien je pense qu'on n'oubliera jamais cet instant culinaire passé aux côté de Stéphane et du cuisinier ! le restaurant est agréable joli on nous met à l'aise d'entrée ! la cuisine est recherchée et vraiment très bonne et le serveur est un amour ! vraiment je recommande merci encore milles fois pour votre accueil et votre gentillesse !
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : C’est un bel endroit où le service est sympathique et de qualité...Mon seul bémol est que j'aurai mangé un peu plus.
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Accueil formidable
 Personnel à vos petits soins et sachant vous décrire votre assiette au fur et à mesure du repas avec juste ce qu'il faut d'humour 😊
Produits frais bien cuisinés 
Carte des vins correcte 
Le dessert est moins goûteux que les plats à mon goût 
Si je retourne sur Lyon je souhaite y retourner :)
Avignon"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : On avait choisi ce restaurant par TripAdvisor pour un EVJF. On a reçu un super accueil avec Stéphane et son acolyte le cuisinier! Le prix pour un menu entrée plat dessert plus qu'abordable. Une cuisine savoureuse avec des produits frais et de qualité et un service parfait ! On a passé un excellent moment en la compagnie de Stéphane qui a participé naturellement à notre EVJF et on le remercie !
Bref... pour résumer on recommande sans hésiter !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Cuisine très bonne, lieu agréable. Nous avons passé un bon moment, tout était au rendez-vous et nous ne regrettons pas notre venue."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous recherchions un restaurant bien noté sur TripAdvisor pour accueillir notre famille. Nous sommes tous partis du restaurant très heureux. Un accueil chaleureux, une cuisine raffinée, créative et bien travaillée. Les serveurs sont géniaux et le cadre est sympa. Les prix sont corrects.
Nous n’hésiterons pas à y retourner !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Mes parents, ma copine, ma soeur et moi avons passé un délicieux moment à l'Aromatic ! 
Le menu découverte a su nous séduire en tous points, tant par ses saveurs exquises et délicates que par les descriptions de Stéphane, qui même en fin de service hebdomadaire, a su nous conter les histoires de chaque plat avec la passion fanfaronne des premiers jours.
Longue vie à l'Aromatic ! Nous reviendrons à coup sûr avec plaisir, et encore un gros merci à tous les serveurs et cuistos, qui nous ont permis de passer une excellente soirée !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Très bon accueil. Plats fait maison. Excellent et délicieux ! Raffinement et qualité au rendez-vous. Service au top. Vraiment rien à redire. Attention il faut réserver au moins 7-10 jours avant !
Menu entrée plat dessert à 33€ (le weekend). Prix très abordables !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Une carte qui change tous les mois,
Des serveurs/euses adorable et diligents,
Des plats délicieux, cuits à la perfection (appréciable pour du poisson) et parfumés,
Bref un bon moment passé avec ma maman.
Petit regret seulement, puisque nous souhaitons revenir manger avec toute la famille mais la place sera limitée en terrasse..."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Etre N°1 dans le classement de Tripadvisor est toujours à la fois un immense honneur mais surtout un challenge à relever chaque jour pour ne pas faillir à la réputation qu'ont bien voulu attribuer les internautes au restaurant désigné.

Les attentes sont alors nombreuses, les clients exigeants et le niveau attendu élevé ...
C'est le prix à payer pour figurer au sommet.

Et c'est dans cet état d'esprit que nous nous sommes rendus à l'Aromatic : excités, curieux et en même temps avec un peu d'appréhension d'être déçu.

Et bien au final, le bilan est mitigé :

- La salle est plutôt sympathique: la déco est minimaliste mais les tableaux modernes accrochés aux murs lui donnent une petite touche pepsy et colorée.
Malheureusement, les murs au beige uniforme confèrent un côté austère renforcé par la présence de 2 climatiseurs blancs bien en vue.

La cuisine apparente est du meilleur effet.

(La terrasse installée sur le trottoir au bord de route ne présente aucun intérêt).

- Et la cuisine me direz-vous ?

La carte avec ses 3 entrées, 4 plats fromages et 3 desserts change tous les mois et a le grand mérite de proposer des plats réellement originaux, dont la description met l'eau à la bouche.

* Les entrées sont travaillées, savoureuses et proposent une palette de goûts assez surprenants.
Sans être exceptionnelles, ce sont de jolies réussites.

*Les plats choisis à base de poissons sont de meilleure qualité : la cuisson est tout simplement parfaite, les légumes croquants à souhait et la sauce qui les accompagne délicieuse.

On se dit à ce moment là que la fusée culinaire attendue a réellement décollé !?!

Jusqu'au dessert ...
Et là, patatras : les abricots rôtis au romarin, espuma de fromage blanc, au miel crumble de spéculoos annonçaient pourtant un feu d'artifices gustatifs !

La déception est à la hauteur de l'énoncé du dessert.
L'impression de manger un abricot coupé en deux accompagné d'une crème assez banale laisse le client sur un sentiment final très mitigé...

- Ni le service parfait, effectué avec le sourire et une attention de tous les instants, ni un vin blanc de Bourgogne de bonne qualité ne rehausseront cet instant de cuisine, certes agréable mais en deçà des attentes.

-Les tarifs sont relativement élevés surtout les vins. C'est dommage.

L'Aromatic nous aura finalement laissé une impression globale assez semblable à celle de l'Archange (Egalement classé N°1 un certain temps, avant de rétrograder à une très belle 6ème place sur 3 000 tout de même !).

Cet établissement mérite largement de s'y arrêter et de se plonger dans l'inventivité de sa cuisine sans en attendre toutefois des exploits inoubliables."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Un vrai régal pour les papilles et pour les yeux, le personnel est très sympathique et de bon conseil, le cadre est sympa bref nous avons adoré ! 
Une bonne adresse à retenir, juste bien penser à réserver"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : La cuisine est bonne et le personnel est très accueillant. Je m’y suis rendue plusieurs fois et je n’ai jamais été déçue !
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Après quelques pas pour trouver cet endroit magique nous nous laissons guider avec le menu du jour. 
Que dire.... si ce n'est qu'à chaque bouchée les papilles sont en émoi ! La fraîcheur des produits cuisinés est sans faille, la préparation de ces mets permettant en plus une explosion de saveurs en bouche.
L'accueil de cette équipe ne fait qu'accentuer un sentiment de bien être. 
Une carte des vins avec l'essentiel, que des valeurs sûres. 
En résumé... j'en ferai bien ma cantine tellement je m'y suis senti bien... Hâte de pouvoir y retourner."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : A l'énoncé du menu du jour, nous n'avons avons préféré nous laisser guider. Bonne idée ! La salade aux saveurs ibériques (jambon et copeaux de fromage espagnols) était belle à regarder, fraîche et délicieuse a manger. L'assaisonnement bien équilibré, sans acidité inutile.
Pour suivre, un pavé de saumon cuit à basse température, d'un beau rose, tendre et fondant en bouche, servi sur un lit de pommes rates. L'excellence dans la simplicité.
A mon grand regret, je ne me souviens plus du nom du dessert, mais je n'ai pas oublié la fraîcheur de cette délicieuse soupe de fraise ornée d'un généreux chapeau de mousse légère à la fraise. Un verre de Crozes Hermitage blanc et un de Rully blanc également ont parfaitement accompagné ce repas."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Du Kir au café, les mets sont délicieux et variés 😋
 Une carte aux goûts raffinés mais sans faire de chichi, sachant s’adapter aux préférences culinaires de chacun. Je recommande ce restaurant très accueillant à tous 😊

Merci pour la qualité de votre travail 👌"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Depuis le temps que l on voulait y allez ! Bravo à tte l’équipe , nous n avons pas été déçu ; bon accueil, un repas excellent sans oublié une superbe carte des vins et des propositions de digestifs qui sortent de l ordi aire 
Un bon moment passé dans une ambiance à la croiroussienne , nous y reviendrons très bientôt 😁"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : trés bon moment passé dans se restaurant tout était délicieux. bien accueillis. une carte souvent renouvelleée belle saveur sur les plats . un retour s impose
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous faisions partie des premiers clients l’année passée, nous sommes venus de nombreuses fois, et nous nous régalons toujours autant 
Le service est agréable et la cuisine un délice 
Merci encore"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Accueil très pro ! une belle adresse tout est très bien moi aussi je compte bien revenir cette entrée plat chaud et bien sur les desserts !
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : chaque visite est un succès, on peut changer de convives , changer de table, changer de carte, changer de saison, que ce soit en salle, en terrasse, dans le salon privé, en famille, entre amis, c'est à chaque fois un carton plein. Ne changez rien !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Excellent dîner, très bonne table lyonnaise. Je recommande sans hésitation. Hâte de découvrir la carte de juillet !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Avons passé un très bon moment ! 
De l’entrée au dessert, tout était délicieux ! 
+ service au top ( humour très apprécié ) 
Avons hâte de revenir en juillet pour tester la nouvelle carte !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : La table reste tres sympa et le service aussi, mais avec la terrasse c’est vraiment top et a refaire ..."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Vraiment délicieux, le service était impeccable, les serveurs comme les cuisinier que l'on peut voir étaient tous très accueillant. 
Cela fait deux ans que je suis à Lyon, je pense que c'est le meilleur restaurant lyonnais que j'ai fait"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Excellent restaurant.
Nous étions un groupe de 6 et avons été très bien accueillis. Cadre sympathique.
Menu entrée plat dessert à 33€ très bon. Excellent rapport qualité prix.
Carte renouvellée tous les mois."
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Restaurant très agréable ! Cuisine ouverte sur la salle ! Des plats qui réveillent les papilles ! Incontournable...
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous avons passé une très agréable soirée entre amis dans ce restaurant. 
Dans la salle privative, nous avons dégusté des plats savoureux, offrant des goûts et des textures recherchés, le tout accompagné de très bons vins. 
La carte de Juin est délicieuse, et nous viendrons certainement goûter celle de Juillet.
De plus les prix sont très raisonnables."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Delicieux plats et desserts mélangeant saveurs et textures de manière originale et perfectionnée. Les prix sont tres raisonnables, le cadre moderne et relaxant, et le service excellent. Nous reviendrons!"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : On a passé un super moment ! Le service est vraiment très bon, les plats excellents !!
C’était ma première visite à Lyon mais je reviendrai à l’aromatic dès que j’en aurai l’occasion !"
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Tout était réuni pour un repas réussi.... de l’entrée jusqu’au café, rien est laissé au hasard !
Des saveurs plein les papilles, les goûts se succèdent au fil de la soirée."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Habitué depuis près de 8 mois de l'Aromatic, je ne peux que conseiller cette établissement! Que ce soit les formules du midi pour un déjeuner de qualité entre collègues ou le soir pour une ambiance plus festive ou décontractée autour du menu dégustation ou de la carte du mois, l'Aromatic répond à toutes nos attentes! Les produits sont frais et de qualités, les associations de mets surprenantes... L'équipe de salle est très agréable souriante et efficace, petit plus pour la carte des vins et du conseil prodigué concernant l'accord avec nos plats !"
Aromatic Restaurant,restaurant: Aromatic RestaurantCommentaire : Super accueil et une équipe souriante et aux petits soins! Les plats sont justes et raffinés ! Très bon rapport qualité prix du menu dégustation ! Allez y les yeux fermés!
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Nous sommes venu dîner pour fêter l’anniversaire de mon mari . L’accueil est chaleureux, la formule entrée, plat, dessert était excellente et bien présentée, un vrai régal !

très belle moment en famille."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Une cuisine de qualité faite de légèreté, de goûts raffinés et d' amour !
 Bravo à ces deux chefs dont la passion de la cuisine est largement transmis dans chaque assiette, de l' entrée au dessert .
Service de qualité et décoration des salles irréprochable .
Très belle découverte."
Aromatic Restaurant,"restaurant: Aromatic RestaurantCommentaire : Top pour le menu, l’accueil et les plats qui mêlent raffinement et saveur... super présentation... à conseiller... un bémol nous étions 4 et refus du menu dégustation... c’est la table ou personne... incompréhensible !😬grosse faute de goût"
